transaction_id,date,category,merchant,amount,payment_method
2171,2025-04-29 06:38:37.911791,Shopping,Uber,3724.79,Credit Card
2172,2025-04-29 07:57:07.182718,Healthcare,Local Store,2515.7,UPI
2173,2025-04-29 09:15:36.453645,Bills,Local Store,4493.46,UPI
2174,2025-04-29 10:34:05.724572,Transport,Local Store,4833.63,Debit Card
2175,2025-04-29 11:52:34.995499,Food,Local Store,1843.12,Debit Card
2176,2025-04-29 13:11:04.266426,Education,Local Store,3272.61,Credit Card
2177,2025-04-29 14:29:33.537353,Entertainment,Zomato,3327.95,Cash
2178,2025-04-29 15:48:02.808280,Entertainment,Amazon,2048.0,Credit Card
2179,2025-04-29 17:06:32.079207,Shopping,Airtel,1618.12,Credit Card
2180,2025-04-29 18:25:01.350135,Travel,Local Store,4672.03,UPI
2181,2025-04-29 19:43:30.621062,Entertainment,Local Store,3960.41,Cash
2182,2025-04-29 21:01:59.891989,Bills,Swiggy,616.6,Cash
2183,2025-04-29 22:20:29.162916,Education,Amazon,643.43,Credit Card
2184,2025-04-29 23:38:58.433843,Healthcare,Airtel,4616.59,UPI
2185,2025-04-30 00:57:27.704770,Bills,Netflix,452.98,Debit Card
2186,2025-04-30 02:15:56.975697,Shopping,Netflix,3457.69,UPI
2187,2025-04-30 03:34:26.246624,Bills,Uber,1172.45,Debit Card
2188,2025-04-30 04:52:55.517551,Healthcare,Reliance,224.17,UPI
2189,2025-04-30 06:11:24.788478,Transport,Myntra,345.21,Cash
2190,2025-04-30 07:29:54.059405,Shopping,Swiggy,1898.93,UPI
2191,2025-04-30 08:48:23.330333,Transport,Amazon,434.06,Credit Card
2192,2025-04-30 10:06:52.601260,Food,Amazon,3003.36,Debit Card
2193,2025-04-30 11:25:21.872187,Transport,Reliance,3253.91,UPI
2194,2025-04-30 12:43:51.143114,Food,Uber,1898.67,UPI
2195,2025-04-30 14:02:20.414041,Food,Flipkart,3727.25,Debit Card
2196,2025-04-30 15:20:49.684968,Transport,Zomato,2475.71,UPI
2197,2025-04-30 16:39:18.955895,Shopping,Uber,2179.63,Debit Card
2198,2025-04-30 17:57:48.226822,Travel,Airtel,2064.59,Cash
2199,2025-04-30 19:16:17.497749,Healthcare,Uber,2183.98,Debit Card
2200,2025-04-30 20:34:46.768676,Bills,Reliance,4841.04,Debit Card
2201,2025-04-30 21:53:16.039603,Bills,Reliance,3422.96,Cash
2202,2025-04-30 23:11:45.310531,Healthcare,Myntra,1610.29,UPI
2203,2025-05-01 00:30:14.581458,Education,Swiggy,3682.61,UPI
2204,2025-05-01 01:48:43.852385,Education,Local Store,1684.82,Cash
2205,2025-05-01 03:07:13.123312,Food,Netflix,672.29,Credit Card
2206,2025-05-01 04:25:42.394239,Food,Reliance,2403.03,Debit Card
2207,2025-05-01 05:44:11.665166,Shopping,Myntra,3767.57,UPI
2208,2025-05-01 07:02:40.936093,Entertainment,Zomato,1919.42,UPI
2209,2025-05-01 08:21:10.207020,Transport,Netflix,4352.41,Debit Card
2210,2025-05-01 09:39:39.477947,Food,Flipkart,1965.42,Debit Card
2211,2025-05-01 10:58:08.748874,Bills,Amazon,1781.7,Debit Card
2212,2025-05-01 12:16:38.019801,Shopping,Zomato,4991.31,Credit Card
2213,2025-05-01 13:35:07.290729,Transport,Flipkart,2438.24,Cash
2214,2025-05-01 14:53:36.561656,Shopping,Netflix,4035.84,Credit Card
2215,2025-05-01 16:12:05.832583,Transport,Zomato,4034.69,Credit Card
2216,2025-05-01 17:30:35.103510,Transport,Myntra,4635.53,Debit Card
2217,2025-05-01 18:49:04.374437,Healthcare,Flipkart,470.23,Cash
2218,2025-05-01 20:07:33.645364,Food,Amazon,1392.54,UPI
2219,2025-05-01 21:26:02.916291,Travel,Local Store,3850.35,Debit Card
2220,2025-05-01 22:44:32.187218,Shopping,Myntra,2834.88,Cash
2221,2025-05-02 00:03:01.458145,Travel,Airtel,2820.09,UPI
2222,2025-05-02 01:21:30.729072,Shopping,Amazon,872.77,Credit Card
2223,2025-05-02 02:40:00.000000,Healthcare,Swiggy,1441.71,Cash
2224,2025-05-02 03:58:29.270927,Bills,Uber,2630.6,Credit Card
2225,2025-05-02 05:16:58.541854,Travel,Swiggy,1422.05,Credit Card
2226,2025-05-02 06:35:27.812781,Bills,Reliance,1090.9,Cash
2227,2025-05-02 07:53:57.083708,Education,Local Store,484.39,UPI
2228,2025-05-02 09:12:26.354635,Food,Airtel,820.84,Cash
2229,2025-05-02 10:30:55.625562,Food,Airtel,3855.9,UPI
2230,2025-05-02 11:49:24.896489,Entertainment,Uber,3607.96,Debit Card
2231,2025-05-02 13:07:54.167416,Healthcare,Flipkart,276.88,Debit Card
2232,2025-05-02 14:26:23.438343,Bills,Uber,1056.26,Debit Card
2233,2025-05-02 15:44:52.709270,Transport,Reliance,2824.25,Credit Card
2234,2025-05-02 17:03:21.980198,Shopping,Swiggy,1647.01,Debit Card
2235,2025-05-02 18:21:51.251125,Food,Airtel,4125.09,Credit Card
2236,2025-05-02 19:40:20.522052,Travel,Swiggy,3935.7,UPI
2237,2025-05-02 20:58:49.792979,Shopping,Amazon,4463.32,Cash
2238,2025-05-02 22:17:19.063906,Shopping,Local Store,2836.51,Cash
2239,2025-05-02 23:35:48.334833,Entertainment,Zomato,1792.78,Credit Card
2240,2025-05-03 00:54:17.605760,Bills,Reliance,3050.02,Credit Card
2241,2025-05-03 02:12:46.876687,Food,Zomato,491.23,Credit Card
2242,2025-05-03 03:31:16.147614,Shopping,Reliance,97.45,UPI
2243,2025-05-03 04:49:45.418541,Food,Netflix,134.61,UPI
2244,2025-05-03 06:08:14.689468,Transport,Local Store,2067.34,Debit Card
2245,2025-05-03 07:26:43.960396,Entertainment,Amazon,1178.98,Debit Card
2246,2025-05-03 08:45:13.231323,Transport,Local Store,828.82,Cash
2247,2025-05-03 10:03:42.502250,Food,Flipkart,3095.86,Debit Card
2248,2025-05-03 11:22:11.773177,Education,Reliance,4975.72,UPI
2249,2025-05-03 12:40:41.044104,Travel,Zomato,929.88,UPI
2250,2025-05-03 13:59:10.315031,Food,Reliance,2754.79,UPI
2251,2025-05-03 15:17:39.585958,Bills,Flipkart,642.65,UPI
2252,2025-05-03 16:36:08.856885,Shopping,Reliance,4674.47,Cash
2253,2025-05-03 17:54:38.127812,Shopping,Local Store,1494.19,Cash
2254,2025-05-03 19:13:07.398739,Transport,Myntra,4397.78,UPI
2255,2025-05-03 20:31:36.669666,Travel,Reliance,1451.23,Credit Card
2256,2025-05-03 21:50:05.940594,Entertainment,Netflix,4039.96,Debit Card
2257,2025-05-03 23:08:35.211521,Education,Netflix,1086.44,Cash
2258,2025-05-04 00:27:04.482448,Healthcare,Airtel,1499.31,Credit Card
2259,2025-05-04 01:45:33.753375,Travel,Netflix,1002.75,Debit Card
2260,2025-05-04 03:04:03.024302,Shopping,Reliance,1358.09,Credit Card
2261,2025-05-04 04:22:32.295229,Bills,Reliance,4182.59,UPI
2262,2025-05-04 05:41:01.566156,Travel,Myntra,3213.21,Debit Card
2263,2025-05-04 06:59:30.837083,Transport,Netflix,2059.1,Credit Card
2264,2025-05-04 08:18:00.108010,Transport,Swiggy,4859.03,Cash
2265,2025-05-04 09:36:29.378937,Healthcare,Reliance,2351.06,Cash
2266,2025-05-04 10:54:58.649864,Bills,Amazon,4850.31,Cash
2267,2025-05-04 12:13:27.920792,Entertainment,Amazon,1023.11,Debit Card
2268,2025-05-04 13:31:57.191719,Travel,Zomato,4527.96,UPI
2269,2025-05-04 14:50:26.462646,Bills,Myntra,118.42,UPI
2270,2025-05-04 16:08:55.733573,Entertainment,Flipkart,2749.25,Debit Card
2271,2025-05-04 17:27:25.004500,Bills,Swiggy,2144.11,Debit Card
2272,2025-05-04 18:45:54.275427,Bills,Reliance,2649.18,UPI
2273,2025-05-04 20:04:23.546354,Food,Local Store,2789.55,Cash
2274,2025-05-04 21:22:52.817281,Transport,Uber,1975.71,UPI
2275,2025-05-04 22:41:22.088208,Travel,Uber,4991.08,UPI
2276,2025-05-04 23:59:51.359135,Bills,Flipkart,4883.71,Credit Card
2277,2025-05-05 01:18:20.630063,Travel,Airtel,4810.64,Cash
2278,2025-05-05 02:36:49.900990,Healthcare,Local Store,4896.47,Debit Card
2279,2025-05-05 03:55:19.171917,Bills,Uber,3975.41,UPI
2280,2025-05-05 05:13:48.442844,Shopping,Flipkart,4943.52,Cash
2281,2025-05-05 06:32:17.713771,Transport,Uber,4467.18,Debit Card
2282,2025-05-05 07:50:46.984698,Shopping,Myntra,2108.87,Credit Card
2283,2025-05-05 09:09:16.255625,Travel,Zomato,3934.65,Credit Card
2284,2025-05-05 10:27:45.526552,Travel,Airtel,4564.74,Cash
2285,2025-05-05 11:46:14.797479,Transport,Myntra,3577.4,UPI
2286,2025-05-05 13:04:44.068406,Travel,Local Store,2142.77,Debit Card
2287,2025-05-05 14:23:13.339333,Shopping,Flipkart,375.66,Cash
2288,2025-05-05 15:41:42.610261,Bills,Swiggy,4058.0,Credit Card
2289,2025-05-05 17:00:11.881188,Bills,Local Store,4766.08,Debit Card
2290,2025-05-05 18:18:41.152115,Food,Local Store,1844.19,Debit Card
2291,2025-05-05 19:37:10.423042,Healthcare,Netflix,801.93,UPI
2292,2025-05-05 20:55:39.693969,Travel,Swiggy,1666.19,Credit Card
2293,2025-05-05 22:14:08.964896,Shopping,Amazon,2933.98,Credit Card
2294,2025-05-05 23:32:38.235823,Travel,Netflix,1618.8,Credit Card
2295,2025-05-06 00:51:07.506750,Travel,Flipkart,3072.56,Debit Card
2296,2025-05-06 02:09:36.777677,Entertainment,Amazon,4835.92,Credit Card
2297,2025-05-06 03:28:06.048604,Food,Uber,3370.14,Cash
2298,2025-05-06 04:46:35.319531,Shopping,Uber,1845.16,Credit Card
2299,2025-05-06 06:05:04.590459,Shopping,Local Store,4681.98,Debit Card
2300,2025-05-06 07:23:33.861386,Travel,Netflix,2849.89,Credit Card
2301,2025-05-06 08:42:03.132313,Food,Reliance,685.44,Credit Card
2302,2025-05-06 10:00:32.403240,Bills,Swiggy,2519.96,Debit Card
2303,2025-05-06 11:19:01.674167,Shopping,Amazon,3285.5,Credit Card
2304,2025-05-06 12:37:30.945094,Bills,Swiggy,4199.36,UPI
2305,2025-05-06 13:56:00.216021,Food,Netflix,4685.56,Debit Card
2306,2025-05-06 15:14:29.486948,Bills,Local Store,1621.21,Credit Card
2307,2025-05-06 16:32:58.757875,Transport,Myntra,819.79,UPI
2308,2025-05-06 17:51:28.028802,Entertainment,Uber,415.45,Cash
2309,2025-05-06 19:09:57.299729,Education,Amazon,3704.86,Debit Card
2310,2025-05-06 20:28:26.570657,Shopping,Amazon,3986.03,Credit Card
2311,2025-05-06 21:46:55.841584,Healthcare,Flipkart,2076.4,Debit Card
2312,2025-05-06 23:05:25.112511,Entertainment,Amazon,2009.83,UPI
2313,2025-05-07 00:23:54.383438,Education,Netflix,4773.47,Debit Card
2314,2025-05-07 01:42:23.654365,Bills,Amazon,4587.57,Cash
2315,2025-05-07 03:00:52.925292,Shopping,Amazon,1204.67,Credit Card
2316,2025-05-07 04:19:22.196219,Bills,Swiggy,3915.0,Cash
2317,2025-05-07 05:37:51.467146,Transport,Local Store,3132.37,UPI
2318,2025-05-07 06:56:20.738073,Food,Zomato,813.4,Debit Card
2319,2025-05-07 08:14:50.009000,Shopping,Amazon,1816.02,Credit Card
2320,2025-05-07 09:33:19.279927,Education,Reliance,928.49,Credit Card
2321,2025-05-07 10:51:48.550855,Education,Local Store,1511.02,UPI
2322,2025-05-07 12:10:17.821782,Transport,Airtel,3095.74,UPI
2323,2025-05-07 13:28:47.092709,Transport,Flipkart,1907.56,Debit Card
2324,2025-05-07 14:47:16.363636,Travel,Swiggy,2000.59,Credit Card
2325,2025-05-07 16:05:45.634563,Shopping,Flipkart,2721.25,UPI
2326,2025-05-07 17:24:14.905490,Bills,Myntra,481.76,Credit Card
2327,2025-05-07 18:42:44.176417,Healthcare,Amazon,3707.05,Debit Card
2328,2025-05-07 20:01:13.447344,Education,Uber,2038.46,Cash
2329,2025-05-07 21:19:42.718271,Education,Reliance,2427.97,UPI
2330,2025-05-07 22:38:11.989198,Transport,Swiggy,4872.78,Debit Card
2331,2025-05-07 23:56:41.260126,Entertainment,Flipkart,1754.62,Cash
2332,2025-05-08 01:15:10.531053,Transport,Amazon,3258.68,Debit Card
2333,2025-05-08 02:33:39.801980,Healthcare,Uber,1992.9,UPI
2334,2025-05-08 03:52:09.072907,Bills,Uber,4476.7,Debit Card
2335,2025-05-08 05:10:38.343834,Bills,Myntra,4241.44,Credit Card
2336,2025-05-08 06:29:07.614761,Entertainment,Local Store,1246.04,UPI
2337,2025-05-08 07:47:36.885688,Education,Reliance,3474.14,Credit Card
2338,2025-05-08 09:06:06.156615,Transport,Zomato,372.6,Debit Card
2339,2025-05-08 10:24:35.427542,Travel,Reliance,4817.77,UPI
2340,2025-05-08 11:43:04.698469,Bills,Myntra,1777.5,Credit Card
2341,2025-05-08 13:01:33.969396,Healthcare,Netflix,4167.62,Credit Card
2342,2025-05-08 14:20:03.240324,Shopping,Local Store,1626.24,Credit Card
2343,2025-05-08 15:38:32.511251,Food,Swiggy,3182.22,Cash
2344,2025-05-08 16:57:01.782178,Food,Local Store,4918.77,Credit Card
2345,2025-05-08 18:15:31.053105,Food,Myntra,4389.91,Credit Card
2346,2025-05-08 19:34:00.324032,Travel,Myntra,843.81,Debit Card
2347,2025-05-08 20:52:29.594959,Education,Swiggy,2760.07,Debit Card
2348,2025-05-08 22:10:58.865886,Transport,Swiggy,1775.23,Debit Card
2349,2025-05-08 23:29:28.136813,Entertainment,Swiggy,2199.98,Debit Card
2350,2025-05-09 00:47:57.407740,Travel,Local Store,1709.16,Cash
2351,2025-05-09 02:06:26.678667,Travel,Amazon,1713.0,Debit Card
2352,2025-05-09 03:24:55.949594,Bills,Flipkart,2735.64,Debit Card
2353,2025-05-09 04:43:25.220522,Shopping,Airtel,1000.22,Debit Card
2354,2025-05-09 06:01:54.491449,Travel,Swiggy,2710.11,Credit Card
2355,2025-05-09 07:20:23.762376,Healthcare,Flipkart,1430.88,Cash
2356,2025-05-09 08:38:53.033303,Shopping,Airtel,1480.47,Debit Card
2357,2025-05-09 09:57:22.304230,Healthcare,Local Store,3706.8,Credit Card
2358,2025-05-09 11:15:51.575157,Education,Flipkart,196.49,UPI
2359,2025-05-09 12:34:20.846084,Transport,Swiggy,1935.68,Cash
2360,2025-05-09 13:52:50.117011,Food,Zomato,2067.3,Debit Card
2361,2025-05-09 15:11:19.387938,Travel,Myntra,2451.3,Credit Card
2362,2025-05-09 16:29:48.658865,Transport,Flipkart,3361.6,UPI
2363,2025-05-09 17:48:17.929792,Education,Uber,1879.95,UPI
2364,2025-05-09 19:06:47.200720,Entertainment,Uber,1105.03,Credit Card
2365,2025-05-09 20:25:16.471647,Entertainment,Flipkart,4430.12,Credit Card
2366,2025-05-09 21:43:45.742574,Education,Swiggy,4906.14,Cash
2367,2025-05-09 23:02:15.013501,Healthcare,Reliance,149.07,Credit Card
2368,2025-05-10 00:20:44.284428,Bills,Swiggy,2755.01,Debit Card
2369,2025-05-10 01:39:13.555355,Bills,Local Store,1741.43,UPI
2370,2025-05-10 02:57:42.826282,Healthcare,Swiggy,1421.1,Debit Card
2371,2025-05-10 04:16:12.097209,Entertainment,Local Store,1711.75,Debit Card
2372,2025-05-10 05:34:41.368136,Entertainment,Reliance,3212.44,Debit Card
2373,2025-05-10 06:53:10.639063,Travel,Zomato,994.04,UPI
2374,2025-05-10 08:11:39.909991,Entertainment,Local Store,4568.66,UPI
2375,2025-05-10 09:30:09.180918,Transport,Netflix,2357.27,UPI
2376,2025-05-10 10:48:38.451845,Entertainment,Uber,1661.61,Credit Card
2377,2025-05-10 12:07:07.722772,Shopping,Myntra,3839.38,Debit Card
2378,2025-05-10 13:25:36.993699,Travel,Uber,130.92,Cash
2379,2025-05-10 14:44:06.264626,Food,Local Store,2187.67,Credit Card
2380,2025-05-10 16:02:35.535553,Entertainment,Netflix,1808.75,Credit Card
2381,2025-05-10 17:21:04.806480,Healthcare,Amazon,1724.14,Cash
2382,2025-05-10 18:39:34.077407,Food,Zomato,1718.5,Debit Card
2383,2025-05-10 19:58:03.348334,Transport,Zomato,204.79,Cash
2384,2025-05-10 21:16:32.619261,Healthcare,Amazon,802.98,UPI
2385,2025-05-10 22:35:01.890189,Food,Myntra,752.33,Debit Card
2386,2025-05-10 23:53:31.161116,Healthcare,Reliance,4943.62,Credit Card
2387,2025-05-11 01:12:00.432043,Transport,Airtel,159.72,UPI
2388,2025-05-11 02:30:29.702970,Travel,Netflix,877.01,UPI
2389,2025-05-11 03:48:58.973897,Shopping,Local Store,4872.16,Credit Card
2390,2025-05-11 05:07:28.244824,Transport,Airtel,3159.87,Cash
2391,2025-05-11 06:25:57.515751,Transport,Myntra,2280.8,UPI
2392,2025-05-11 07:44:26.786678,Healthcare,Reliance,439.87,UPI
2393,2025-05-11 09:02:56.057605,Travel,Zomato,3364.82,Debit Card
2394,2025-05-11 10:21:25.328532,Education,Local Store,732.12,Debit Card
2395,2025-05-11 11:39:54.599459,Bills,Local Store,3372.37,Credit Card
2396,2025-05-11 12:58:23.870387,Entertainment,Reliance,4896.92,Credit Card
2397,2025-05-11 14:16:53.141314,Entertainment,Uber,2683.26,Credit Card
2398,2025-05-11 15:35:22.412241,Shopping,Netflix,1109.72,Cash
2399,2025-05-11 16:53:51.683168,Shopping,Reliance,3145.15,UPI
2400,2025-05-11 18:12:20.954095,Entertainment,Swiggy,2589.0,Credit Card
2401,2025-05-11 19:30:50.225022,Bills,Swiggy,2689.04,Debit Card
2402,2025-05-11 20:49:19.495949,Entertainment,Reliance,2416.63,UPI
2403,2025-05-11 22:07:48.766876,Education,Zomato,3385.02,Credit Card
2404,2025-05-11 23:26:18.037803,Bills,Reliance,2881.13,UPI
2405,2025-05-12 00:44:47.308730,Shopping,Flipkart,4935.63,UPI
2406,2025-05-12 02:03:16.579657,Food,Myntra,4138.02,UPI
2407,2025-05-12 03:21:45.850585,Healthcare,Swiggy,1360.26,Credit Card
2408,2025-05-12 04:40:15.121512,Education,Airtel,3642.49,UPI
2409,2025-05-12 05:58:44.392439,Education,Reliance,1110.79,UPI
2410,2025-05-12 07:17:13.663366,Travel,Swiggy,3922.61,UPI
2411,2025-05-12 08:35:42.934293,Shopping,Myntra,780.41,Debit Card
2412,2025-05-12 09:54:12.205220,Shopping,Myntra,2394.09,Credit Card
2413,2025-05-12 11:12:41.476147,Transport,Airtel,3963.5,Cash
2414,2025-05-12 12:31:10.747074,Education,Local Store,1436.56,Debit Card
2415,2025-05-12 13:49:40.018001,Transport,Flipkart,4193.74,UPI
2416,2025-05-12 15:08:09.288928,Transport,Reliance,3238.55,UPI
2417,2025-05-12 16:26:38.559855,Healthcare,Amazon,2017.74,Cash
2418,2025-05-12 17:45:07.830783,Transport,Reliance,2145.91,Cash
2419,2025-05-12 19:03:37.101710,Bills,Local Store,4633.66,Debit Card
2420,2025-05-12 20:22:06.372637,Entertainment,Netflix,1128.07,UPI
2421,2025-05-12 21:40:35.643564,Food,Uber,3482.14,Cash
2422,2025-05-12 22:59:04.914491,Shopping,Zomato,3551.11,Debit Card
2423,2025-05-13 00:17:34.185418,Bills,Local Store,4616.13,Cash
2424,2025-05-13 01:36:03.456345,Food,Myntra,3580.16,UPI
2425,2025-05-13 02:54:32.727272,Education,Amazon,2943.11,UPI
2426,2025-05-13 04:13:01.998199,Education,Zomato,4517.49,UPI
2427,2025-05-13 05:31:31.269126,Education,Swiggy,4154.2,UPI
2428,2025-05-13 06:50:00.540054,Bills,Reliance,3598.04,Credit Card
2429,2025-05-13 08:08:29.810981,Bills,Zomato,211.26,Credit Card
2430,2025-05-13 09:26:59.081908,Shopping,Swiggy,1898.93,Credit Card
2431,2025-05-13 10:45:28.352835,Entertainment,Uber,3177.85,Debit Card
2432,2025-05-13 12:03:57.623762,Travel,Swiggy,2635.14,Debit Card
2433,2025-05-13 13:22:26.894689,Transport,Amazon,1630.63,Cash
2434,2025-05-13 14:40:56.165616,Education,Myntra,764.9,Cash
2435,2025-05-13 15:59:25.436543,Healthcare,Local Store,2787.33,Debit Card
2436,2025-05-13 17:17:54.707470,Entertainment,Airtel,1465.29,Cash
2437,2025-05-13 18:36:23.978397,Healthcare,Local Store,1203.35,Debit Card
2438,2025-05-13 19:54:53.249324,Shopping,Local Store,2024.84,Credit Card
2439,2025-05-13 21:13:22.520252,Shopping,Swiggy,3938.18,Debit Card
2440,2025-05-13 22:31:51.791179,Shopping,Reliance,2464.87,Debit Card
2441,2025-05-13 23:50:21.062106,Food,Zomato,1121.64,Cash
2442,2025-05-14 01:08:50.333033,Healthcare,Airtel,628.67,Cash
2443,2025-05-14 02:27:19.603960,Entertainment,Airtel,2519.99,Debit Card
2444,2025-05-14 03:45:48.874887,Travel,Zomato,3982.11,UPI
2445,2025-05-14 05:04:18.145814,Entertainment,Zomato,3281.45,Cash
2446,2025-05-14 06:22:47.416741,Bills,Myntra,1199.14,Debit Card
2447,2025-05-14 07:41:16.687668,Bills,Amazon,2211.7,Cash
2448,2025-05-14 08:59:45.958595,Education,Uber,4283.39,UPI
2449,2025-05-14 10:18:15.229522,Travel,Amazon,929.4,Cash
2450,2025-05-14 11:36:44.500450,Bills,Zomato,2683.8,Debit Card
2451,2025-05-14 12:55:13.771377,Shopping,Reliance,1813.35,Debit Card
2452,2025-05-14 14:13:43.042304,Entertainment,Flipkart,664.69,UPI
2453,2025-05-14 15:32:12.313231,Healthcare,Flipkart,297.02,Debit Card
2454,2025-05-14 16:50:41.584158,Shopping,Uber,2801.56,UPI
2455,2025-05-14 18:09:10.855085,Food,Zomato,152.71,Debit Card
2456,2025-05-14 19:27:40.126012,Bills,Flipkart,562.06,Debit Card
2457,2025-05-14 20:46:09.396939,Shopping,Uber,1770.44,Cash
2458,2025-05-14 22:04:38.667866,Shopping,Airtel,265.42,Cash
2459,2025-05-14 23:23:07.938793,Food,Uber,2032.2,UPI
2460,2025-05-15 00:41:37.209720,Transport,Airtel,695.31,Cash
2461,2025-05-15 02:00:06.480648,Entertainment,Myntra,1781.87,Credit Card
2462,2025-05-15 03:18:35.751575,Healthcare,Flipkart,3966.24,UPI
2463,2025-05-15 04:37:05.022502,Education,Uber,3150.5,Credit Card
2464,2025-05-15 05:55:34.293429,Transport,Uber,2254.74,UPI
2465,2025-05-15 07:14:03.564356,Bills,Uber,504.57,Credit Card
2466,2025-05-15 08:32:32.835283,Shopping,Reliance,3114.79,Cash
2467,2025-05-15 09:51:02.106210,Travel,Uber,860.36,Cash
2468,2025-05-15 11:09:31.377137,Food,Reliance,429.1,Debit Card
2469,2025-05-15 12:28:00.648064,Food,Local Store,3336.78,Credit Card
2470,2025-05-15 13:46:29.918991,Travel,Myntra,4564.7,Debit Card
2471,2025-05-15 15:04:59.189918,Entertainment,Local Store,2329.94,UPI
2472,2025-05-15 16:23:28.460846,Transport,Netflix,252.93,Credit Card
2473,2025-05-15 17:41:57.731773,Education,Local Store,4407.47,Debit Card
2474,2025-05-15 19:00:27.002700,Entertainment,Zomato,381.52,UPI
2475,2025-05-15 20:18:56.273627,Travel,Airtel,4344.19,Credit Card
2476,2025-05-15 21:37:25.544554,Shopping,Zomato,1989.51,Debit Card
2477,2025-05-15 22:55:54.815481,Travel,Amazon,1858.7,Credit Card
2478,2025-05-16 00:14:24.086408,Entertainment,Local Store,2736.85,Credit Card
2479,2025-05-16 01:32:53.357335,Healthcare,Flipkart,4787.57,Debit Card
2480,2025-05-16 02:51:22.628262,Food,Swiggy,4498.77,Cash
2481,2025-05-16 04:09:51.899189,Food,Local Store,2378.13,Cash
2482,2025-05-16 05:28:21.170117,Bills,Myntra,3494.32,Debit Card
2483,2025-05-16 06:46:50.441044,Bills,Local Store,2923.12,UPI
2484,2025-05-16 08:05:19.711971,Travel,Reliance,3482.63,Debit Card
2485,2025-05-16 09:23:48.982898,Education,Amazon,4155.17,Debit Card
2486,2025-05-16 10:42:18.253825,Shopping,Uber,220.74,Credit Card
2487,2025-05-16 12:00:47.524752,Healthcare,Amazon,1662.51,Cash
2488,2025-05-16 13:19:16.795679,Transport,Amazon,4798.68,Cash
2489,2025-05-16 14:37:46.066606,Entertainment,Airtel,4749.21,Cash
2490,2025-05-16 15:56:15.337533,Education,Swiggy,105.54,Cash
2491,2025-05-16 17:14:44.608460,Shopping,Amazon,1047.13,Debit Card
2492,2025-05-16 18:33:13.879387,Bills,Airtel,4969.16,Credit Card
2493,2025-05-16 19:51:43.150315,Travel,Uber,2489.48,Cash
2494,2025-05-16 21:10:12.421242,Entertainment,Zomato,2885.69,Cash
2495,2025-05-16 22:28:41.692169,Bills,Uber,873.78,Credit Card
2496,2025-05-16 23:47:10.963096,Travel,Flipkart,4476.96,Debit Card
2497,2025-05-17 01:05:40.234023,Entertainment,Amazon,1194.76,Debit Card
2498,2025-05-17 02:24:09.504950,Transport,Amazon,988.76,Debit Card
2499,2025-05-17 03:42:38.775877,Shopping,Zomato,1179.21,Cash
2500,2025-05-17 05:01:08.046804,Entertainment,Myntra,4602.13,Cash
2501,2025-05-17 06:19:37.317731,Healthcare,Amazon,3529.09,Cash
2502,2025-05-17 07:38:06.588658,Education,Swiggy,3854.55,Debit Card
2503,2025-05-17 08:56:35.859585,Food,Netflix,1916.33,Cash
2504,2025-05-17 10:15:05.130513,Healthcare,Amazon,4550.43,UPI
2505,2025-05-17 11:33:34.401440,Healthcare,Netflix,3957.57,Credit Card
2506,2025-05-17 12:52:03.672367,Education,Uber,3765.46,UPI
2507,2025-05-17 14:10:32.943294,Food,Local Store,4856.15,UPI
2508,2025-05-17 15:29:02.214221,Healthcare,Myntra,1862.67,Cash
2509,2025-05-17 16:47:31.485148,Entertainment,Airtel,3074.32,Credit Card
2510,2025-05-17 18:06:00.756075,Entertainment,Reliance,4554.15,UPI
2511,2025-05-17 19:24:30.027002,Entertainment,Myntra,3964.9,Debit Card
2512,2025-05-17 20:42:59.297929,Food,Reliance,2838.73,Debit Card
2513,2025-05-17 22:01:28.568856,Healthcare,Uber,427.26,Debit Card
2514,2025-05-17 23:19:57.839783,Travel,Myntra,3280.98,Debit Card
2515,2025-05-18 00:38:27.110711,Food,Airtel,2656.45,Credit Card
2516,2025-05-18 01:56:56.381638,Entertainment,Reliance,961.69,Debit Card
2517,2025-05-18 03:15:25.652565,Education,Zomato,4417.15,Credit Card
2518,2025-05-18 04:33:54.923492,Healthcare,Swiggy,1749.08,Credit Card
2519,2025-05-18 05:52:24.194419,Healthcare,Myntra,1968.03,Credit Card
2520,2025-05-18 07:10:53.465346,Bills,Uber,3378.39,Credit Card
2521,2025-05-18 08:29:22.736273,Bills,Amazon,2469.55,Cash
2522,2025-05-18 09:47:52.007200,Transport,Airtel,491.94,UPI
2523,2025-05-18 11:06:21.278127,Travel,Reliance,1967.84,Cash
2524,2025-05-18 12:24:50.549054,Travel,Reliance,517.61,UPI
2525,2025-05-18 13:43:19.819981,Shopping,Swiggy,994.21,Cash
2526,2025-05-18 15:01:49.090909,Travel,Reliance,85.51,Debit Card
2527,2025-05-18 16:20:18.361836,Bills,Netflix,947.5,Credit Card
2528,2025-05-18 17:38:47.632763,Food,Flipkart,1685.71,Debit Card
2529,2025-05-18 18:57:16.903690,Travel,Netflix,2714.18,Debit Card
2530,2025-05-18 20:15:46.174617,Bills,Reliance,4600.42,Debit Card
2531,2025-05-18 21:34:15.445544,Transport,Airtel,2724.62,Cash
2532,2025-05-18 22:52:44.716471,Healthcare,Myntra,3542.74,Debit Card
2533,2025-05-19 00:11:13.987398,Travel,Uber,1820.5,Credit Card
2534,2025-05-19 01:29:43.258325,Transport,Amazon,3770.57,Credit Card
