transaction_id,date,category,merchant,amount,payment_method,day,month,year,day_of_week,is_weekend,amount_log,category_avg_amount,amount_vs_category_avg,category_encoded,merchant_encoded,payment_encoded,anomaly_prediction,anomaly_score,is_anomaly
297,2025-01-17 03:12:24.194419,Healthcare,Amazon,4188.23,UPI,17,1,2025,4,0,8.34027222514519,2581.179936457506,1.6226028805059056,4,1,3,1,0.07898233431582358,0
298,2025-01-17 04:30:53.465346,Education,Airtel,282.15,Cash,17,1,2025,4,0,5.645976792559814,2582.3797758206565,0.1092596846683154,1,0,0,1,0.012313485339928598,0
299,2025-01-17 05:49:22.736273,Bills,Zomato,4741.35,Debit Card,17,1,2025,4,0,8.464288072421247,2588.439496459481,1.831740709599476,0,9,2,1,0.03380331571905848,0
300,2025-01-17 07:07:52.007200,Travel,Local Store,687.28,Cash,17,1,2025,4,0,6.534195731884957,2612.472435275081,0.2630764599541632,7,3,0,1,0.0469312919551893,0
301,2025-01-17 08:26:21.278127,Food,Myntra,220.3,UPI,17,1,2025,4,0,5.399519247057004,2555.6312885375496,0.0862017932665341,3,4,3,1,0.04282574970409969,0
302,2025-01-17 09:44:50.549054,Food,Netflix,2101.13,Cash,17,1,2025,4,0,7.650706395385605,2555.6312885375496,0.822156940018669,3,5,0,1,0.09780899487657474,0
303,2025-01-17 11:03:19.819981,Shopping,Local Store,1013.44,UPI,17,1,2025,4,0,6.92209201508219,2582.691050488599,0.3923969147638759,5,3,3,1,0.07866619743193692,0
304,2025-01-17 12:21:49.090909,Healthcare,Amazon,961.77,UPI,17,1,2025,4,0,6.869814546304226,2581.179936457506,0.372608661029639,4,1,3,1,0.07067937477387032,0
305,2025-01-17 13:40:18.361836,Transport,Myntra,1474.71,Credit Card,17,1,2025,4,0,7.296894508891521,2469.707294213529,0.5971193442458601,6,4,1,1,0.09813444943320754,0
306,2025-01-17 14:58:47.632763,Bills,Netflix,1279.61,Debit Card,17,1,2025,4,0,7.15509180589382,2588.439496459481,0.4943557698568098,0,5,2,1,0.08406799291572409,0
307,2025-01-17 16:17:16.903690,Entertainment,Myntra,3439.74,Cash,17,1,2025,4,0,8.143441843512324,2666.7235731225296,1.2898749741700175,2,4,0,1,0.09599580312045142,0
308,2025-01-17 17:35:46.174617,Transport,Uber,974.55,Debit Card,17,1,2025,4,0,6.883001414515908,2469.707294213529,0.3946014178616833,6,8,2,1,0.071498020305506,0
309,2025-01-17 18:54:15.445544,Travel,Amazon,2738.44,Debit Card,17,1,2025,4,0,7.915508798931723,2612.472435275081,1.0482177584054224,7,1,2,1,0.08249172031582042,0
310,2025-01-17 20:12:44.716471,Healthcare,Reliance,4932.81,UPI,17,1,2025,4,0,8.50386678803815,2581.179936457506,1.9110678532430971,4,6,3,1,0.05109422844734601,0
311,2025-01-17 21:31:13.987398,Travel,Uber,2190.29,UPI,17,1,2025,4,0,7.692245690489827,2612.472435275081,0.8383973627531779,7,8,3,1,0.06323203617584894,0
312,2025-01-17 22:49:43.258325,Education,Netflix,3227.27,Cash,17,1,2025,4,0,8.079701669014625,2582.3797758206565,1.2497271045171516,1,5,0,1,0.08914706894705149,0
313,2025-01-18 00:08:12.529252,Entertainment,Netflix,4848.39,Cash,18,1,2025,5,1,8.486608202825542,2666.7235731225296,1.818107451730704,2,5,0,1,0.03284355438473252,0
314,2025-01-18 01:26:41.800180,Education,Swiggy,731.31,Cash,18,1,2025,5,1,6.596203921579413,2582.3797758206565,0.2831922735948458,1,7,0,1,0.03727967068186844,0
315,2025-01-18 02:45:11.071107,Shopping,Amazon,2122.1,UPI,18,1,2025,5,1,7.660632563749848,2582.691050488599,0.8216623508253287,5,1,3,1,0.05512399007885105,0
316,2025-01-18 04:03:40.342034,Travel,Airtel,4258.45,Credit Card,18,1,2025,5,1,8.356895322947043,2612.472435275081,1.6300459068964703,7,0,1,1,0.031843656607640214,0
317,2025-01-18 05:22:09.612961,Shopping,Airtel,4664.91,Cash,18,1,2025,5,1,8.448038163925569,2582.691050488599,1.8062206856362015,5,0,0,1,0.018512309881191458,0
318,2025-01-18 06:40:38.883888,Food,Netflix,3026.12,UPI,18,1,2025,5,1,8.015366951447048,2555.6312885375496,1.184098822695071,3,5,3,1,0.07506669252047993,0
319,2025-01-18 07:59:08.154815,Education,Airtel,759.93,Credit Card,18,1,2025,5,1,6.634541369399602,2582.3797758206565,0.2942750741449333,1,0,1,1,0.026678250828774508,0
320,2025-01-18 09:17:37.425742,Healthcare,Zomato,4512.28,Debit Card,18,1,2025,5,1,8.414779440889342,2581.179936457506,1.7481462397359238,4,9,2,1,0.03788968185481234,0
321,2025-01-18 10:36:06.696669,Travel,Swiggy,913.51,UPI,18,1,2025,5,1,6.818388402708258,2612.472435275081,0.3496725889487946,7,7,3,1,0.030907394669579258,0
322,2025-01-18 11:54:35.967596,Bills,Netflix,1796.75,Cash,18,1,2025,5,1,7.494291161982604,2588.439496459481,0.6941440981941555,0,5,0,1,0.052846822490743794,0
323,2025-01-18 13:13:05.238523,Entertainment,Airtel,1908.76,Cash,18,1,2025,5,1,7.554732858695232,2666.7235731225296,0.7157697255306398,2,0,0,1,0.047983859838862,0
324,2025-01-18 14:31:34.509450,Transport,Amazon,2264.09,Credit Card,18,1,2025,5,1,7.7253697722270545,2469.707294213529,0.9167442657292684,6,1,1,1,0.0624437717015186,0
325,2025-01-18 15:50:03.780378,Healthcare,Local Store,3961.32,Credit Card,18,1,2025,5,1,8.284584991286243,2581.179936457506,1.534693472566133,4,3,1,1,0.07996084719540553,0
326,2025-01-18 17:08:33.051305,Healthcare,Reliance,4020.61,UPI,18,1,2025,5,1,8.299437598947783,2581.179936457506,1.557663587575384,4,6,3,1,0.060385910532947285,0
327,2025-01-18 18:27:02.322232,Shopping,Uber,3612.29,Credit Card,18,1,2025,5,1,8.192373993633689,2582.691050488599,1.3986535475532853,5,8,1,1,0.07338973473084953,0
328,2025-01-18 19:45:31.593159,Education,Uber,159.54,UPI,18,1,2025,5,1,5.078543132703431,2582.3797758206565,0.061780223611494,1,8,3,-1,-0.01741585071465379,1
329,2025-01-18 21:04:00.864086,Travel,Zomato,2845.98,Credit Card,18,1,2025,5,1,7.9540140623148305,2612.472435275081,1.089381829094909,7,9,1,1,0.04265566099199458,0
330,2025-01-18 22:22:30.135013,Travel,Myntra,3750.09,Debit Card,18,1,2025,5,1,8.229801743395752,2612.472435275081,1.435456293955168,7,4,2,1,0.05904227855742861,0
331,2025-01-18 23:40:59.405940,Food,Amazon,2250.89,Cash,18,1,2025,5,1,7.719525142595909,2555.6312885375496,0.880756942558824,3,1,0,1,0.059983008857020126,0
332,2025-01-19 00:59:28.676867,Food,Myntra,4727.43,Cash,19,1,2025,6,1,8.461348502496989,2555.6312885375496,1.8498090946074048,3,4,0,1,0.032359692764736714,0
333,2025-01-19 02:17:57.947794,Entertainment,Swiggy,4127.86,Debit Card,19,1,2025,6,1,8.325756618796357,2666.7235731225296,1.5479144676276255,2,7,2,1,0.06265317848728036,0
334,2025-01-19 03:36:27.218721,Shopping,Reliance,3208.87,Cash,19,1,2025,6,1,8.07398571686161,2582.691050488599,1.242452131234566,5,6,0,1,0.059639709095365756,0
335,2025-01-19 04:54:56.489648,Healthcare,Swiggy,359.0,Cash,19,1,2025,6,1,5.886104031450156,2581.179936457506,0.1390836783322836,4,7,0,1,0.012053631678484056,0
336,2025-01-19 06:13:25.760576,Travel,Netflix,3279.11,Cash,19,1,2025,6,1,8.095632237401217,2612.472435275081,1.255174965953172,7,5,0,1,0.04639801980505642,0
337,2025-01-19 07:31:55.031503,Bills,Amazon,4562.32,Cash,19,1,2025,6,1,8.425805707769356,2588.439496459481,1.7625754846657349,0,1,0,1,0.01092726222902951,0
338,2025-01-19 08:50:24.302430,Shopping,Netflix,1928.25,Debit Card,19,1,2025,6,1,7.564886605337713,2582.691050488599,0.7466049799627444,5,5,2,1,0.07464007438167963,0
339,2025-01-19 10:08:53.573357,Entertainment,Flipkart,4198.76,UPI,19,1,2025,6,1,8.342782659781601,2666.7235731225296,1.574501400264585,2,2,3,1,0.04217936304471659,0
340,2025-01-19 11:27:22.844284,Entertainment,Airtel,1600.15,Cash,19,1,2025,6,1,7.3784774000507936,2666.7235731225296,0.6000434451203155,2,0,0,1,0.035087311669529275,0
341,2025-01-19 12:45:52.115211,Shopping,Uber,2872.01,Debit Card,19,1,2025,6,1,7.963115539655446,2582.691050488599,1.1120222836783622,5,8,2,1,0.0683560307308767,0
342,2025-01-19 14:04:21.386138,Entertainment,Local Store,3259.7,Cash,19,1,2025,6,1,8.089697175237252,2666.7235731225296,1.2223614149040352,2,3,0,1,0.059232703670668574,0
343,2025-01-19 15:22:50.657065,Shopping,Netflix,3406.08,Debit Card,19,1,2025,6,1,8.133610898453679,2582.691050488599,1.3188104707125656,5,5,2,1,0.07530219638099678,0
344,2025-01-19 16:41:19.927992,Transport,Myntra,4418.62,Debit Card,19,1,2025,6,1,8.393808998525188,2469.707294213529,1.7891269991195844,6,4,2,1,0.037386827529911404,0
345,2025-01-19 17:59:49.198919,Shopping,Flipkart,1211.38,UPI,19,1,2025,6,1,7.100340648841712,2582.691050488599,0.4690379051612962,5,2,3,1,0.04316373708857091,0
346,2025-01-19 19:18:18.469846,Education,Uber,1348.73,Credit Card,19,1,2025,6,1,7.207659851429808,2582.3797758206565,0.5222818164192701,1,8,1,1,0.05028198667779116,0
347,2025-01-19 20:36:47.740774,Shopping,Netflix,3535.0,UPI,19,1,2025,6,1,8.170751423757535,2582.691050488599,1.3687273974683272,5,5,3,1,0.061247303364808214,0
348,2025-01-19 21:55:17.011701,Entertainment,Flipkart,927.11,UPI,19,1,2025,6,1,6.833150260244302,2666.7235731225296,0.3476588309880296,2,2,3,1,0.03263972971928952,0
349,2025-01-19 23:13:46.282628,Travel,Flipkart,2348.14,Cash,19,1,2025,6,1,7.761804582712628,2612.472435275081,0.8988190528995005,7,2,0,1,0.04497337227692877,0
350,2025-01-20 00:32:15.553555,Education,Amazon,149.17,Debit Card,20,1,2025,0,0,5.011767985692189,2582.3797758206565,0.057764547800718,1,1,2,-1,-0.0030663486877567925,1
351,2025-01-20 01:50:44.824482,Entertainment,Swiggy,747.85,Credit Card,20,1,2025,0,0,6.618538696438405,2666.7235731225296,0.2804377654802537,2,7,1,1,0.05653824758997217,0
352,2025-01-20 03:09:14.095409,Food,Flipkart,3410.29,Debit Card,20,1,2025,0,0,8.134845797860725,2555.6312885375496,1.33442175923254,3,2,2,1,0.09126432836613868,0
353,2025-01-20 04:27:43.366336,Food,Zomato,3749.93,Cash,20,1,2025,0,0,8.22975908821754,2555.6312885375496,1.46732042952326,3,9,0,1,0.06051402446455767,0
354,2025-01-20 05:46:12.637263,Travel,Swiggy,620.83,Debit Card,20,1,2025,0,0,6.43266674348557,2612.472435275081,0.2376407848814793,7,7,2,1,0.0359941615647178,0
355,2025-01-20 07:04:41.908190,Travel,Uber,1177.16,Cash,20,1,2025,0,0,7.0717091784179065,2612.472435275081,0.4505923140490669,7,8,0,1,0.03798255037947351,0
356,2025-01-20 08:23:11.179117,Education,Uber,539.58,UPI,20,1,2025,0,0,6.292642637227534,2582.3797758206565,0.2089468036623414,1,8,3,1,0.02222041115608686,0
357,2025-01-20 09:41:40.450045,Transport,Uber,2195.39,UPI,20,1,2025,0,0,7.6945703824896,2469.707294213529,0.8889272041038025,6,8,3,1,0.06696209924324736,0
358,2025-01-20 11:00:09.720972,Travel,Uber,674.27,Cash,20,1,2025,0,0,6.515112610893857,2612.472435275081,0.2580965031039658,7,8,0,1,0.020401262678653498,0
359,2025-01-20 12:18:38.991899,Food,Zomato,2214.62,UPI,20,1,2025,0,0,7.703287553018369,2555.6312885375496,0.8665647544436302,3,9,3,1,0.06982624057507936,0
360,2025-01-20 13:37:08.262826,Shopping,Netflix,3673.89,Debit Card,20,1,2025,0,0,8.209278479226178,2582.691050488599,1.4225046388359015,5,5,2,1,0.09485923669266338,0
361,2025-01-20 14:55:37.533753,Entertainment,Reliance,3432.77,Credit Card,20,1,2025,0,0,8.141414061928378,2666.7235731225296,1.2872612799460457,2,6,1,1,0.09788196772977137,0
362,2025-01-20 16:14:06.804680,Food,Flipkart,1438.28,Credit Card,20,1,2025,0,0,7.271898267528364,2555.6312885375496,0.5627885393526585,3,2,1,1,0.0845624414351962,0
363,2025-01-20 17:32:36.075607,Food,Uber,3385.12,Debit Card,20,1,2025,0,0,8.127440002112351,2555.6312885375496,1.324572920664593,3,8,2,1,0.08911125579192114,0
364,2025-01-20 18:51:05.346534,Transport,Swiggy,4642.18,Credit Card,20,1,2025,0,0,8.443154755306367,2469.707294213529,1.879647847692934,6,7,1,1,0.04482719591943152,0
365,2025-01-20 20:09:34.617461,Education,Swiggy,1770.25,Debit Card,20,1,2025,0,0,7.47944079100489,2582.3797758206565,0.6855110997132212,1,7,2,1,0.07888462455702405,0
366,2025-01-20 21:28:03.888388,Education,Flipkart,1679.14,Cash,20,1,2025,0,0,7.426632402258608,2582.3797758206565,0.6502296895763076,1,2,0,1,0.06161243292069063,0
367,2025-01-20 22:46:33.159315,Healthcare,Netflix,2878.62,Credit Card,20,1,2025,0,0,7.965413619980113,2581.179936457506,1.1152341451835048,4,5,1,1,0.09801143895633402,0
368,2025-01-21 00:05:02.430243,Transport,Local Store,1265.23,Cash,21,1,2025,1,0,7.143799260768857,2469.707294213529,0.5122995761337412,6,3,0,1,0.06995870793386216,0
369,2025-01-21 01:23:31.701170,Shopping,Local Store,3275.32,Cash,21,1,2025,1,0,8.09447612030025,2582.691050488599,1.2681811087626482,5,3,0,1,0.0907866920853242,0
370,2025-01-21 02:42:00.972097,Education,Reliance,4169.7,Debit Card,21,1,2025,1,0,8.33583916641241,2582.3797758206565,1.6146734260552005,1,6,2,1,0.08780011672232291,0
371,2025-01-21 04:00:30.243024,Entertainment,Netflix,2323.63,Credit Card,21,1,2025,1,0,7.751316165572431,2666.7235731225296,0.8713426556166101,2,5,1,1,0.11030283418100484,0
372,2025-01-21 05:18:59.513951,Travel,Flipkart,3413.56,UPI,21,1,2025,1,0,8.13580392036566,2612.472435275081,1.3066396237939897,7,2,3,1,0.0580174250633555,0
373,2025-01-21 06:37:28.784878,Transport,Local Store,3276.83,UPI,21,1,2025,1,0,8.094936897068166,2469.707294213529,1.3268090545294748,6,3,3,1,0.07632445053552761,0
374,2025-01-21 07:55:58.055805,Travel,Local Store,241.39,UPI,21,1,2025,1,0,5.490547999218772,2612.472435275081,0.0923990610352919,7,3,3,1,0.01201724452431907,0
375,2025-01-21 09:14:27.326732,Food,Local Store,957.91,UPI,21,1,2025,1,0,6.865797222721381,2555.6312885375496,0.3748232400723816,3,3,3,1,0.0679529133774639,0
376,2025-01-21 10:32:56.597659,Entertainment,Myntra,4472.97,Debit Card,21,1,2025,1,0,8.406031436618564,2666.7235731225296,1.677327955954015,2,4,2,1,0.08509534253778939,0
377,2025-01-21 11:51:25.868586,Entertainment,Zomato,4697.52,Cash,21,1,2025,1,0,8.455002844491723,2666.7235731225296,1.761532409037643,2,9,0,1,0.04487436365364339,0
378,2025-01-21 13:09:55.139513,Food,Flipkart,3913.18,Credit Card,21,1,2025,1,0,8.272361135656874,2555.6312885375496,1.5311989712879523,3,2,1,1,0.10485093682308344,0
379,2025-01-21 14:28:24.410441,Transport,Airtel,4610.18,Debit Card,21,1,2025,1,0,8.436239068530009,2469.707294213529,1.8666908466446823,6,0,2,1,0.047528164303137665,0
380,2025-01-21 15:46:53.681368,Food,Amazon,1565.44,UPI,21,1,2025,1,0,7.356560807711692,2555.6312885375496,0.6125453256975176,3,1,3,1,0.07460056369938284,0
381,2025-01-21 17:05:22.952295,Travel,Amazon,1276.17,Credit Card,21,1,2025,1,0,7.1524019716828295,2612.472435275081,0.4884912785177867,7,1,1,1,0.07168432409392222,0
382,2025-01-21 18:23:52.223222,Healthcare,Netflix,1952.29,Debit Card,21,1,2025,1,0,7.577270409356532,2581.179936457506,0.7563556389173648,4,5,2,1,0.11020581689129616,0
383,2025-01-21 19:42:21.494149,Entertainment,Flipkart,323.94,Cash,21,1,2025,1,0,5.783640549901604,2666.7235731225296,0.1214749077350716,2,2,0,1,0.029183581720228058,0
384,2025-01-21 21:00:50.765076,Bills,Flipkart,4058.86,UPI,21,1,2025,1,0,8.308903769242614,2588.439496459481,1.5680721939036202,0,2,3,1,0.057101481327370474,0
385,2025-01-21 22:19:20.036003,Bills,Amazon,4921.67,Credit Card,21,1,2025,1,0,8.501606345214055,2588.439496459481,1.9014043043045656,0,1,1,1,0.02671376820536797,0
386,2025-01-21 23:37:49.306930,Travel,Reliance,4128.94,Credit Card,21,1,2025,1,0,8.326018158004512,2612.472435275081,1.5804721780979258,7,6,1,1,0.077437920524698,0
387,2025-01-22 00:56:18.577857,Shopping,Amazon,2797.13,UPI,22,1,2025,2,0,7.936706615904511,2582.691050488599,1.0830292688205323,5,1,3,1,0.08610715267781499,0
388,2025-01-22 02:14:47.848784,Education,Flipkart,1511.65,Cash,22,1,2025,2,0,7.321618358541344,2582.3797758206565,0.5853709102564558,1,2,0,1,0.07822831918466755,0
389,2025-01-22 03:33:17.119711,Food,Local Store,1028.6,UPI,22,1,2025,2,0,6.936925656281916,2555.6312885375496,0.4024837247115613,3,3,3,1,0.07845896569160415,0
390,2025-01-22 04:51:46.390639,Food,Reliance,1852.11,Cash,22,1,2025,2,0,7.524620587718254,2555.6312885375496,0.7247172189145731,3,6,0,1,0.09326669417529032,0
391,2025-01-22 06:10:15.661566,Shopping,Uber,3351.5,Credit Card,22,1,2025,2,0,8.117461615155834,2582.691050488599,1.2976774745728707,5,8,1,1,0.09552477221276412,0
392,2025-01-22 07:28:44.932493,Shopping,Airtel,2262.95,UPI,22,1,2025,2,0,7.724866354273547,2582.691050488599,0.8761984905518955,5,0,3,1,0.07835642232794415,0
393,2025-01-22 08:47:14.203420,Travel,Myntra,4673.6,Cash,22,1,2025,2,0,8.449898876564868,2612.472435275081,1.7889566744875118,7,4,0,1,0.05114108578981025,0
394,2025-01-22 10:05:43.474347,Travel,Zomato,4278.39,Cash,22,1,2025,2,0,8.361565755053936,2612.472435275081,1.6376785233140676,7,9,0,1,0.04843852303208185,0
395,2025-01-22 11:24:12.745274,Shopping,Uber,556.88,Debit Card,22,1,2025,2,0,6.324143885490494,2582.691050488599,0.215620060283497,5,8,2,1,0.056121586880534924,0
396,2025-01-22 12:42:42.016201,Entertainment,Swiggy,701.05,Cash,22,1,2025,2,0,6.554004626560651,2666.7235731225296,0.2628881399878743,2,7,0,1,0.057934978152282546,0
397,2025-01-22 14:01:11.287128,Travel,Amazon,3397.38,UPI,22,1,2025,2,0,8.131054126467838,2612.472435275081,1.3004462570118074,7,1,3,1,0.06260464189820036,0
398,2025-01-22 15:19:40.558055,Healthcare,Airtel,1192.3,UPI,22,1,2025,2,0,7.08447785737561,2581.179936457506,0.4619205283442388,4,0,3,1,0.06589554177973478,0
399,2025-01-22 16:38:09.828982,Travel,Amazon,3965.6,Cash,22,1,2025,2,0,8.285664583567588,2612.472435275081,1.5179490303722347,7,1,0,1,0.06452539366561416,0
400,2025-01-22 17:56:39.099909,Food,Amazon,2977.22,UPI,22,1,2025,2,0,7.999081085599274,2555.6312885375496,1.1649646071220636,3,1,3,1,0.09276783784030013,0
401,2025-01-22 19:15:08.370837,Travel,Uber,1187.66,Credit Card,22,1,2025,2,0,7.08058190121429,2612.472435275081,0.4546114952117935,7,8,1,1,0.07088370673591293,0
402,2025-01-22 20:33:37.641764,Entertainment,Local Store,2419.5,Credit Card,22,1,2025,2,0,7.791729409379749,2666.7235731225296,0.9072931384361486,2,3,1,1,0.10677927812592874,0
403,2025-01-22 21:52:06.912691,Shopping,Local Store,2060.08,UPI,22,1,2025,2,0,7.630985396245818,2582.691050488599,0.7976486384657854,5,3,3,1,0.09439602118479823,0
404,2025-01-22 23:10:36.183618,Food,Myntra,4372.14,Cash,22,1,2025,2,0,8.383236565535725,2555.6312885375496,1.7107866927478186,3,4,0,1,0.08049276762609503,0
405,2025-01-23 00:29:05.454545,Travel,Reliance,209.2,Credit Card,23,1,2025,3,0,5.348059458442851,2612.472435275081,0.0800773999278473,7,6,1,1,0.03072989432422346,0
406,2025-01-23 01:47:34.725472,Entertainment,Amazon,4484.43,Cash,23,1,2025,3,0,8.408589645036523,2666.7235731225296,1.681625364247662,2,1,0,1,0.06412417531131964,0
407,2025-01-23 03:06:03.996399,Healthcare,Netflix,3277.81,UPI,23,1,2025,3,0,8.095235830670529,2581.179936457506,1.269888221934102,4,5,3,1,0.1047278513269384,0
408,2025-01-23 04:24:33.267326,Travel,Local Store,3700.81,Debit Card,23,1,2025,3,0,8.21657716820748,2612.472435275081,1.4165929370314378,7,3,2,1,0.08617748143282594,0
409,2025-01-23 05:43:02.538253,Entertainment,Flipkart,62.91,Credit Card,23,1,2025,3,0,4.157475843662191,2666.7235731225296,0.0235907465753329,2,2,1,-1,-0.006604522216924424,1
410,2025-01-23 07:01:31.809180,Healthcare,Airtel,3159.79,UPI,23,1,2025,3,0,8.058577275336166,2581.179936457506,1.2241649469570095,4,0,3,1,0.07887572635160434,0
411,2025-01-23 08:20:01.080108,Shopping,Netflix,2963.01,Credit Card,23,1,2025,3,0,7.9942983602294495,2582.691050488599,1.1472568503458638,5,5,1,1,0.11371031399077014,0
412,2025-01-23 09:38:30.351035,Travel,Uber,2709.17,Cash,23,1,2025,3,0,7.904766642533569,2612.472435275081,1.037013812440374,7,8,0,1,0.07144012249912834,0
413,2025-01-23 10:56:59.621962,Healthcare,Uber,3940.04,Debit Card,23,1,2025,3,0,8.279199926851692,2581.179936457506,1.5264491809925649,4,8,2,1,0.09246472964400171,0
414,2025-01-23 12:15:28.892889,Food,Myntra,2801.56,Debit Card,23,1,2025,3,0,7.938288564172979,2555.6312885375496,1.0962301223049988,3,4,2,1,0.1203372219690822,0
415,2025-01-23 13:33:58.163816,Shopping,Myntra,4292.63,UPI,23,1,2025,3,0,8.364887807981864,2582.691050488599,1.6620764605924936,5,4,3,1,0.08375651690895036,0
416,2025-01-23 14:52:27.434743,Food,Reliance,1201.53,Credit Card,23,1,2025,3,0,7.092182949693667,2555.6312885375496,0.4701499803156546,3,6,1,1,0.09846730513551649,0
417,2025-01-23 16:10:56.705670,Bills,Flipkart,4039.61,Debit Card,23,1,2025,3,0,8.304150949656348,2588.439496459481,1.560635280649001,0,2,2,1,0.07698864691311924,0
418,2025-01-23 17:29:25.976597,Transport,Airtel,937.6,Credit Card,23,1,2025,3,0,6.844389403360317,2469.707294213529,0.3796401307137799,6,0,1,1,0.05912670198312153,0
419,2025-01-23 18:47:55.247524,Travel,Flipkart,4074.93,Cash,23,1,2025,3,0,8.31285422049544,2612.472435275081,1.5597982757551772,7,2,0,1,0.068775162985939,0
420,2025-01-23 20:06:24.518451,Healthcare,Swiggy,4705.29,Cash,23,1,2025,3,0,8.456655190848075,2581.179936457506,1.8229221192760745,4,7,0,1,0.06456565966860217,0
421,2025-01-23 21:24:53.789378,Transport,Myntra,1711.69,UPI,23,1,2025,3,0,7.445820512887115,2469.707294213529,0.6930740351338204,6,4,3,1,0.08814103264328155,0
422,2025-01-23 22:43:23.060306,Transport,Reliance,2672.94,Debit Card,23,1,2025,3,0,7.891308319115456,2469.707294213529,1.082290199434824,6,6,2,1,0.10349940071054131,0
423,2025-01-24 00:01:52.331233,Healthcare,Zomato,3308.73,Debit Card,24,1,2025,4,0,8.104621894047035,2581.179936457506,1.2818672395776511,4,9,2,1,0.07696555068831668,0
424,2025-01-24 01:20:21.602160,Shopping,Amazon,443.38,Credit Card,24,1,2025,4,0,6.096680052252292,2582.691050488599,0.1716736502091957,5,1,1,1,0.04651581202668387,0
425,2025-01-24 02:38:50.873087,Travel,Amazon,2495.7,Cash,24,1,2025,4,0,7.8227251388888766,2612.472435275081,0.9553019455063512,7,1,0,1,0.06093122025909248,0
426,2025-01-24 03:57:20.144014,Bills,Zomato,1834.9,Debit Card,24,1,2025,4,0,7.51529010346616,2588.439496459481,0.7088827080987649,0,9,2,1,0.05914357411422977,0
427,2025-01-24 05:15:49.414941,Food,Local Store,4368.66,UPI,24,1,2025,4,0,8.382440481859149,2555.6312885375496,1.7094249939708437,3,3,3,1,0.0811093652687781,0
428,2025-01-24 06:34:18.685868,Entertainment,Flipkart,4389.56,UPI,24,1,2025,4,0,8.387212060576164,2666.7235731225296,1.6460498734258238,2,2,3,1,0.07602003109819411,0
429,2025-01-24 07:52:47.956795,Food,Zomato,3518.86,Debit Card,24,1,2025,4,0,8.166176495073914,2555.6312885375496,1.3769044133176405,3,9,2,1,0.08031550073309346,0
430,2025-01-24 09:11:17.227722,Entertainment,Reliance,3295.84,UPI,24,1,2025,4,0,8.100719712928436,2666.7235731225296,1.2359136257009282,2,6,3,1,0.09732015103704561,0
431,2025-01-24 10:29:46.498649,Food,Airtel,3681.76,Debit Card,24,1,2025,4,0,8.211417750053522,2555.6312885375496,1.4406460026191312,3,0,2,1,0.09132430592892599,0
432,2025-01-24 11:48:15.769576,Healthcare,Zomato,1861.64,Debit Card,24,1,2025,4,0,7.529750115213993,2581.179936457506,0.7212360415891712,4,9,2,1,0.07714609487214497,0
433,2025-01-24 13:06:45.040504,Bills,Reliance,2052.37,Debit Card,24,1,2025,4,0,7.627237624842876,2588.439496459481,0.79289857955238,0,6,2,1,0.08205038333623393,0
434,2025-01-24 14:25:14.311431,Travel,Myntra,2790.84,Debit Card,24,1,2025,4,0,7.93445615564992,2612.472435275081,1.0682753863032195,7,4,2,1,0.09226826342914446,0
435,2025-01-24 15:43:43.582358,Entertainment,Netflix,4693.24,Credit Card,24,1,2025,4,0,8.4540915042049,2666.7235731225296,1.759927443287485,2,5,1,1,0.07393783536322918,0
436,2025-01-24 17:02:12.853285,Travel,Uber,3633.8,Debit Card,24,1,2025,4,0,8.198309367821192,2612.472435275081,1.3909429056300755,7,8,2,1,0.06694634223418672,0
437,2025-01-24 18:20:42.124212,Travel,Uber,2777.4,UPI,24,1,2025,4,0,7.929630501429864,2612.472435275081,1.0631308344149295,7,8,3,1,0.06196006365687101,0
438,2025-01-24 19:39:11.395139,Travel,Swiggy,3863.54,Cash,24,1,2025,4,0,8.259597937120866,2612.472435275081,1.4788825894705326,7,7,0,1,0.05966906954632034,0
439,2025-01-24 20:57:40.666066,Education,Flipkart,1885.91,Credit Card,24,1,2025,4,0,7.542695849477542,2582.3797758206565,0.7302992447734281,1,2,1,1,0.08463937188940662,0
440,2025-01-24 22:16:09.936993,Shopping,Airtel,3665.81,Cash,24,1,2025,4,0,8.207077353257459,2582.691050488599,1.4193761190702596,5,0,0,1,0.06446787356158812,0
441,2025-01-24 23:34:39.207920,Food,Netflix,2082.85,Cash,24,1,2025,4,0,7.641972423315421,2555.6312885375496,0.8150041085120315,3,5,0,1,0.08969219639487108,0
442,2025-01-25 00:53:08.478847,Travel,Netflix,1434.32,Cash,25,1,2025,5,1,7.269143099849374,2612.472435275081,0.5490278024116159,7,5,0,1,0.04296624313530262,0
443,2025-01-25 02:11:37.749774,Food,Myntra,3068.13,Cash,25,1,2025,5,1,8.029149412797233,2555.6312885375496,1.2005370312067694,3,4,0,1,0.06518689684910328,0
444,2025-01-25 03:30:07.020702,Travel,Zomato,3450.04,Cash,25,1,2025,5,1,8.146430913874063,2612.472435275081,1.3206034074907769,7,9,0,1,0.021076436650738772,0
445,2025-01-25 04:48:36.291629,Entertainment,Flipkart,2323.5,UPI,25,1,2025,5,1,7.751260241130639,2666.7235731225296,0.871293906656909,2,2,3,1,0.0533507105245985,0
446,2025-01-25 06:07:05.562556,Shopping,Amazon,2849.23,Debit Card,25,1,2025,5,1,7.955154971760871,2582.691050488599,1.1032020262202775,5,1,2,1,0.06680101467155364,0
